Date,Score,Comment,Store,Year
05/27/2024 14:57:26,7 - Regular,"A limpeza de pele achei que faltou extrair mais cravos. Após o procedimento, em casa conseguia ver que ainda que estavam evidentes, no nariz, queixo e bochecha. Desde a primeira eu havia percebido, mas achei que por ter sido a primeira só sairia mais na segunda que foi feita após um mês, mas não, infelizmente.",Osasco,2024
05/27/2024 15:07:23,10 - Excelente!,Dr Roberta maravilhosa,Alphaville,2024
05/27/2024 15:09:28,10 - Excelente!,Muito ,Alphaville,2024
05/27/2024 15:13:16,10 - Excelente!,não,Alphaville,2024
05/27/2024 15:51:29,10 - Excelente!,"Não tenho que reclamar, só agradecer todas as meninas. atendimento excelente, obrigada pelo carinho! ",Lapa,2024
05/27/2024 16:15:22,10 - Excelente!,Foi tudo perfeito ,Ipiranga,2024
05/27/2024 17:10:55,4 - Muito abaixo do esperado,"Faço limpeza de pele no local. Comprei um pacote e confesso que só por isso que estou retornando. Sempre sou bem atendido, tanto na recepção quanto pela profissional, mas o serviço em si não acho que boa qualidade. Sempre saio com a pele ainda com acne ou cravos, da última vez eu mesmo fui ao banheiro do local e fiz mais algumas extrações que estavam bem visíveis, ia comentar sobre isso na próxima marcação mas estou aproveitando o espaço. ",Copacabana,2024
05/27/2024 17:30:11,10 - Excelente!,"Não tenho,,fui super bem atendida só elogios..",Alphaville,2024
05/27/2024 18:21:31,10 - Excelente!,,Alphaville,2024
05/27/2024 18:51:53,6 - Médio,"Senti muita dor de um lado do rosto, do outro lado não,",Osasco,2024
05/27/2024 19:24:38,10 - Excelente!,,Mooca,2024
05/27/2024 21:00:00,10 - Excelente!,"Conheci a Dra Bruno no procedimento de secagem de vasos e adorei seu atendimento! Excelente profissional,  muito atenciosa e tem a mão mais leve que já vi, depois de conhece-la faço todos os procedimentos , que possíveis,  com ela. Aliás já indiquei a pro corpo com atendimento com a Bruna para algumas colegas de trabalho.!!!",Santo Amaro,2024
05/27/2024 21:29:50,10 - Excelente!,Notei que os procedimentos de lavieen atrasam bastante e minha consulta que era às 19h20 só foi concluída quase às 22h.,Ipiranga,2024
05/27/2024 21:35:10,9 - Ótimo,Fiquei satisfeita com o atendimento ,Alphaville,2024
05/28/2024 8:47:27,10 - Excelente!,"Rafaela é atenciosa , educada, didática e confiável. Não quero outra profissional ",Tijuca,2024
05/28/2024 9:02:42,9 - Ótimo,,Ipiranga,2024
05/28/2024 9:08:36,10 - Excelente!,Melhorar a agenda de marcação ,Tijuca,2024
05/28/2024 9:22:08,10 - Excelente!,,Alphaville,2024
05/28/2024 10:39:43,9 - Ótimo,"A sugestão seria já deixarem agendadas as sessões de drenagem com antecedência, principalmente quem está em pós operatório, pois tem a necessidade de ter as sessões e fica complicado dependência de encaixe. Se surgir uma vaga para quarta-feira às 11h ou às 14h, será de grande ajuda para o meu pós, pois será meu último dia de férias. Na sala da Elisangela não tinha música ambiente, o que torna a massagem bem agradável quando tem. Ah, quando fiz na sala com a profissional Brenda, tinha um relógio quebrado, seria interessante termos noção do horário também. Agradeço a atenção e compreensão!",Ipiranga,2024
05/28/2024 11:13:10,10 - Excelente!,Nada a declarar,Tijuca,2024
05/28/2024 11:22:09,9 - Ótimo,,Tijuca,2024
05/28/2024 11:22:59,10 - Excelente!,,Santos,2024
05/28/2024 11:30:42,8 - Bom,Não ,Moema,2024
05/28/2024 11:44:55,10 - Excelente!,,Ipiranga,2024
05/28/2024 11:47:02,9 - Ótimo,,Alphaville,2024
05/28/2024 11:58:01,9 - Ótimo,,Campinas,2024
05/28/2024 11:59:03,8 - Bom,,Tijuca,2024
05/28/2024 12:02:52,9 - Ótimo,,Campinas,2024
05/28/2024 12:05:16,10 - Excelente!,Não tenho críticas. ,Campinas,2024
05/28/2024 12:40:38,9 - Ótimo,,Campinas,2024
05/28/2024 13:08:34,10 - Excelente!,,Copacabana,2024
05/28/2024 13:13:21,8 - Bom,"Sim. Tenho uma reclamação a fazer. Quando fechei o protocolo, fui informada por uma das consultorias que a clínica costuma enviar msg para confirmar a data do procedimento ou lembrando. Perdi uma das sessões de limpeza prevista, pois não me atentei para a data e por não ter sido lembrada/confirmada a data por parte da clinica, conforme vocês haviam prometido. 
É a primeira clinica que eu vou e que não costumam enviar msg confirmando a presença na data prevista do procedimento. Péssimo!",Jardins,2024
05/28/2024 13:17:03,10 - Excelente!,Tudo em perfeita ordem. Sem nada a acrescentar ,Campinas,2024
05/28/2024 13:32:50,7 - Regular,"A terapeuta / esteticista Giovana é maravilhosa, atenciosa, caprichosa e competente. Sempre ajusta o protocolo de acordo com as minhas necessidades do momento. Porém o atendimento no pós venda é caótico: horários são modificados, as respostas no WhatsApp são sempre confusas, percebe-se um clima de correria dentro da clínica dando a sensação de descontrole de horários como se vendessem muito além da capacidade de atendimento. ",Jardins,2024
05/28/2024 13:36:50,9 - Ótimo,,Moema,2024
05/28/2024 13:38:05,10 - Excelente!,"Por enquanto está tudo ótimo. Após o serviço posso avaliar novamente, hj farei o Levien. Espero que seja tão bom qto ao atendimento. ",Mooca,2024
05/28/2024 13:52:56,5 - Abaixo do esperado,"No caso específico deste pacote de laser lavieen que comprei, não foi informado no momento que eu fechei e nem na primeira sessão que eu precisaria comprar aplicações do sérum Anna Pegova protocolo despigmentante/clareador para um melhor resultado do laser, tanto que fiz a primeira sem o tal sérum, então na segunda sessão que foi ontem, comprei as duas aplicações indicadas para um melhor resultado, enfim, ainda não vi resultado nenhum do laser, já que minha queixa era, poros dilatados e pequenas manchas de melasma.",Jardins,2024
05/28/2024 14:02:19,10 - Excelente!,Podia ter bolo mais vezes rs,Moema,2024
05/28/2024 14:06:13,8 - Bom,"Eu fiquei chateado por não ser informado o quanto tempo, em média, haveria de atraso. Pois quando contratei o serviço me informaram que o procedimento seria no máximo 10 minutos, porém  fiquei 2h aguardando sem nenhuma justificativa.",Jardins,2024
05/28/2024 14:40:26,10 - Excelente!,Nenhuma,Osasco,2024
05/28/2024 14:41:28,10 - Excelente!,,Campinas,2024
05/28/2024 14:44:20,10 - Excelente!,,Mooca,2024
05/28/2024 15:47:21,9 - Ótimo,,Campinas,2024
05/28/2024 15:59:55,10 - Excelente!,,Jardins,2024
05/28/2024 16:34:27,10 - Excelente!,Muito atenciosa,Tijuca,2024
05/28/2024 17:44:00,1 - Péssimo!,"Sim, acreditei que o procedimento comprado teria resultados e depois da compra a profissional simplesmente disse  que cada um reage de um jeito e etcccc",Tatuapé,2024
05/28/2024 18:33:06,10 - Excelente!,"A Giulia é uma excelente profissional, muito atenciosa e carismática. Thais tb nota 10. ",Tatuapé,2024
05/28/2024 19:31:38,10 - Excelente!,"Não responder,as mensagens,e qd vende o produto,não dá mais suporte ",Tatuapé,2024
05/28/2024 20:09:44,10 - Excelente!,,Lapa,2024
05/28/2024 21:18:53,10 - Excelente!,,Tatuapé,2024
05/28/2024 22:11:00,10 - Excelente!,"Organizar melhor os dias e horários para os atendimentos, pois muitas não me comunicam sobre os meus agendamentos dia de sábado! ",Jardins,2024
05/29/2024 10:36:55,9 - Ótimo,,Tatuapé,2024
05/29/2024 10:40:34,9 - Ótimo,,Tatuapé,2024
05/29/2024 10:51:39,10 - Excelente!,,Osasco,2024
05/29/2024 11:02:50,10 - Excelente!,,Alphaville,2024
05/29/2024 11:22:29,9 - Ótimo,,Santos,2024
05/29/2024 11:24:06,10 - Excelente!,"Não, tudo perfeito, ótima profissional",Osasco,2024
05/29/2024 11:28:36,9 - Ótimo,"Precisa com urgência de esteticistas capacitadadas, falta funcionários na unudade",Sorocaba,2024
05/29/2024 11:42:01,8 - Bom,"Sugestão: Aplicar algum hidratante após aplicação de laser, para acalmar a pele irritada.",Santo Amaro,2024
05/29/2024 11:44:25,10 - Excelente!,O café é delicioso 😋 ,Copacabana,2024
05/29/2024 11:49:44,10 - Excelente!,"Nada a declarar , excelente local , atendimento , recepção...",Tatuapé,2024
05/29/2024 11:50:22,9 - Ótimo,,Jardins,2024
05/29/2024 11:52:02,9 - Ótimo,"Algumas vezes que fui fazer procedimento aí, as esteticista fazem muito barulho na hora do atendimento com cliente na salinha, abra e fecha pote com força, bate sempre alguma coisa, é muito barulho que até assusta quem está relaxante pra fazer o procedimento.",Santos,2024
05/29/2024 11:55:58,9 - Ótimo,,Copacabana,2024
05/29/2024 11:56:06,9 - Ótimo,"A única crítica é com relação ao estacionamento da unidade, pois é somente uma vaga disponível ",Tatuapé,2024
05/29/2024 12:00:36,10 - Excelente!,,Lapa,2024
05/29/2024 12:13:55,10 - Excelente!,,Tijuca,2024
05/29/2024 12:14:56,10 - Excelente!,,Tijuca,2024
05/29/2024 12:15:13,10 - Excelente!,Equipe mto simpática e profissional ,Copacabana,2024
05/29/2024 12:17:37,9 - Ótimo,Ja sou cliente e dessa vez achei muito apertado. ,Lapa,2024
05/29/2024 12:20:40,10 - Excelente!,Atenciosa,Alphaville,2024
05/29/2024 12:41:28,10 - Excelente!,A Amanda é uma profissional mais que excelente!! Faz a melhor drenagem do mundo,Tatuapé,2024
05/29/2024 12:51:23,9 - Ótimo,Limpeza de pele foi bem realizada mas mesmo na promoção podia ter entrado peeling de diamante que é simples e rapido,Londrina,2024
05/29/2024 12:55:09,9 - Ótimo,Não,Copacabana,2024
05/29/2024 13:13:59,8 - Bom,".Ontem, achei que foi feito bem rápido, e mais superficial, sequer ficou vermelha a pele, e aquela sensação de areia.",Santo Amaro,2024
05/29/2024 13:14:34,10 - Excelente!,"A unidade estava extremamente lotada, era Lavieen Day, não tinha nem lugar para as pessoas sentarem, foi bem desconfortável ficar na recepção aguardando, acho que deveriam aumentar essa frequência de locação da máquina para duas vezes ao mês. O atendimento da Mayla foi ótimo, como de costume. ",Copacabana,2024
05/29/2024 13:33:13,8 - Bom,Não ,Copacabana,2024
05/29/2024 13:53:21,10 - Excelente!,Gostaria de promoção com preço mais baixo ,Copacabana,2024
05/29/2024 13:54:46,4 - Muito abaixo do esperado,"Me venderam o Ultraformer quando fui buscar uma solução para ajudar na flacidez do rosto, tendo em vista já ter entrado na casa do 30, queria buscar algo na prevenção do Bigode chinês. Fui no dia marcado e antes de iniciar o procedimento a profissional começou a tecer críticas sobre a falta de contorno do meu rosto. Eu então disse que estava fazendo o tratamento para combate a flacidez e não para mudança de formato. Durante a sessão informei que havia ganhado uma sessão de Lavien e a profissional disse que ainda bem porque ia me ajudar com as cicatrizes de acne que eu tinha no rosto, que em nenhum momento eu comentei a respeito e diga-se de passagem nem a minha dermatologista, até porque eu realmente não tenho. Situação pouco agradável. Ao terminar o tratamento a profissional informou que o ultraformer estimula a produção de colágeno, mas como ela focou na gordura do meu contorno, provavelmente isso iria gerar flacidez. Enfim, ou me venderam errado ou ela fez errado, não sei. Também quero ressaltar esses comentários usados para deixar os clientes desconfortáveis com a própria imagem com o objetivo de vender mais procedimentos, são prática muito inadequada e evito clinicas com essa postura. Vale ressaltar que na primeira vez que fui a clinica fazer uma limpeza de pela, a profissional era super agradável, então não vou generalizar, porém a que me tendeu no dia do ultraformer não mostrou a mesma postura. Como é dever da Pró-corpo orientar todos os seus colaboradores para um bom atendimento, está faltando empenho ou existe um incentivo a esse tipo de postura que é aderido por parte dos profissionais.",Copacabana,2024
05/29/2024 14:16:08,10 - Excelente!,Fui muito bem atendida por todas.,Londrina,2024
05/29/2024 14:45:16,8 - Bom,,Tatuapé,2024
05/29/2024 14:56:22,6 - Médio,"Sempre me atendo, com 20 a 30 de atraso. Muito chato isso, não vejo a hora de acabar",Copacabana,2024
05/29/2024 15:37:00,10 - Excelente!,,Copacabana,2024
05/29/2024 16:11:14,10 - Excelente!,,Tatuapé,2024
05/29/2024 16:37:51,6 - Médio,As recepção ,Osasco,2024
05/29/2024 16:38:11,6 - Médio,Sempre em atraso,Copacabana,2024
05/29/2024 16:41:50,4 - Muito abaixo do esperado,"As profissionais técnicas estão ótimas, excelente atendimento, porém a espera foi absurda, fiquei 1:20 aguardando com anestésico facial para procedimento. Apenas uma crítica.",Jardins,2024
05/30/2024 3:17:49,10 - Excelente!,Tudo ótimo ,Copacabana,2024
05/30/2024 11:03:46,10 - Excelente!,Atendimento maravilhoso !,Tucuruvi,2024
05/30/2024 11:30:50,9 - Ótimo,"Quanto a profissional, não.  Sugestão: tirar medidas antes do início do tratamento p comparação posterior ",Ipiranga,2024
05/30/2024 20:11:56,10 - Excelente!,Tudo perfeito ,Moema,2024
05/30/2024 21:30:17,10 - Excelente!,Profissionais  maravilhosas  tanto no Itaim/SP como na unidade de Copacabana/RJ,Copacabana,2024
05/31/2024 9:31:34,10 - Excelente!,O atendimento foi perfeito! Dessa vez a profissional tinha um abajour para criar um ambiente relaxante e realizar a drenagem.,Tijuca,2024
05/31/2024 10:29:55,10 - Excelente!,,Tatuapé,2024
05/31/2024 10:50:48,10 - Excelente!,nao,Sorocaba,2024
05/31/2024 11:05:54,10 - Excelente!,,Tatuapé,2024
05/31/2024 12:23:13,9 - Ótimo,Não ,Moema,2024
05/31/2024 12:28:10,10 - Excelente!,Foi muito bem atendida não tenho que relatar ,Sorocaba,2024
05/31/2024 12:42:53,10 - Excelente!,,Santo Amaro,2024
05/31/2024 12:46:49,9 - Ótimo,Não ,Tatuapé,2024
05/31/2024 13:04:19,10 - Excelente!,,Londrina,2024
05/31/2024 13:09:16,10 - Excelente!,Atendimento mais que excelente!! Profissionais maravilhosas !,Sorocaba,2024
05/31/2024 13:53:16,10 - Excelente!,,Santo Amaro,2024
05/31/2024 14:44:24,10 - Excelente!,,Copacabana,2024
05/31/2024 15:09:53,10 - Excelente!,Não ,Ipiranga,2024
05/31/2024 15:39:19,8 - Bom,,Jardins,2024
05/31/2024 16:07:32,10 - Excelente!,"Só  quero fazer com ela. A outra que fez a primeira vez, me machucou.",Tijuca,2024
05/31/2024 16:27:02,10 - Excelente!,Parabéns por todas as equipes (Copacabana  e Itaim),Copacabana,2024
05/31/2024 16:38:02,10 - Excelente!,Profissional excelente ,Tijuca,2024
05/31/2024 16:58:35,10 - Excelente!,,Santo Amaro,2024
05/31/2024 17:03:04,10 - Excelente!,"Execelente profissional,  didática, gentil e educada",Tijuca,2024
05/31/2024 17:10:00,10 - Excelente!,,Santo Amaro,2024
05/31/2024 17:12:57,10 - Excelente!,Já fui atendida por 3 pessoas diferentes e fico na dúvida de qual é a técnica certa de drenagem.,Lapa,2024
05/31/2024 17:13:18,10 - Excelente!,"A profissional é maravilhosa!!! Atenciosa, sanou todas as minhas dúvidas.",Santo Amaro,2024
05/31/2024 17:14:13,10 - Excelente!,,Santo Amaro,2024
05/31/2024 18:12:32,10 - Excelente!,Por enquanto está tdo perfeito ,Osasco,2024
05/31/2024 18:14:17,10 - Excelente!,Todas maravilhosas ,Alphaville,2024
05/31/2024 18:23:23,9 - Ótimo,,Santo Amaro,2024
05/31/2024 18:31:04,10 - Excelente!,Foi muito bom o atendimento a profissional passou muita segurança e explicou como seria os cuidados após o procedimento ,Tatuapé,2024
05/31/2024 18:43:03,10 - Excelente!,,Jardins,2024
05/31/2024 19:05:56,10 - Excelente!,,Jardins,2024
05/31/2024 19:34:10,10 - Excelente!,,Santo Amaro,2024
05/31/2024 20:43:22,10 - Excelente!,,Jardins,2024
05/31/2024 21:55:31,10 - Excelente!,"Excelente profissional, cuidadosa e muito atenciosa. ",Jardins,2024
05/31/2024 22:30:11,9 - Ótimo,,Ipiranga,2024
06/1/2024 2:05:36,10 - Excelente!,Excelente atendimento da equipe desde a recepção .,Alphaville,2024
06/1/2024 8:32:51,10 - Excelente!,Excelente profissional ,Jardins,2024
06/1/2024 9:45:39,8 - Bom,"Sim, sugiro um aviso prévio sobre impossibilidade de realizar procedimentos por qualquer questão.  No meu caso só fiquei sabendo que não podeeia fazer o laser por problema na máquina quando cheguei na unidade.",Tijuca,2024
06/1/2024 10:05:39,10 - Excelente!,,Santo Amaro,2024
06/1/2024 12:52:47,10 - Excelente!,,Santo Amaro,2024
06/1/2024 13:30:09,10 - Excelente!,Sem,Santo Amaro,2024
06/1/2024 13:50:07,10 - Excelente!,Maravilhoso atendimento ,Santo Amaro,2024
06/3/2024 8:25:25,8 - Bom,,Santo Amaro,2024
06/3/2024 9:45:37,10 - Excelente!,As meninas são muito atenciosas e educadas.,Sorocaba,2024
06/3/2024 10:09:17,10 - Excelente!,"foi tudo ótimo, estou bastante motivada.
",Copacabana,2024
06/3/2024 10:44:29,10 - Excelente!,Não ,Jardins,2024
06/3/2024 10:46:47,10 - Excelente!,Sugestao:Colocar uma iluminação  com cor relaxante na sala,Moema,2024
06/3/2024 10:54:24,9 - Ótimo,,Lapa,2024
06/3/2024 11:01:31,1 - Péssimo!,O bigode chines um lado ficou menos que o outro,Lapa,2024
06/3/2024 11:04:10,10 - Excelente!,"A Yasmin foi muito atenciosa, efetuou o procedimento de drenagem e heccus muito bom",Santos,2024
06/3/2024 11:09:00,10 - Excelente!,"Somente uma sinalização, eu fechei um pacote de limpeza com pelling de diamante, fizeram o meu agendamento e quando fui descobri que ia fazer somente a limpeza de pele. É só uma atenção a mais, poderia ter feito os dois procedimentos no mesmo dia e terei que agendar uma nova data para o pelling.",Osasco,2024
06/3/2024 11:10:35,4 - Muito abaixo do esperado,"Paguei Massagem de 50 minutos foi feita em 30, houve atraso de 20 minutos no meu atendimento quase não houve a drenagem, mão muito leve, não senti praticamente nada de drenagem, foi uma massagem leve e rápida ",Mooca,2024
06/3/2024 11:10:49,10 - Excelente!,,Santos,2024
06/3/2024 11:15:39,10 - Excelente!,,Copacabana,2024
06/3/2024 11:19:09,10 - Excelente!,,Campinas,2024
06/3/2024 11:21:57,10 - Excelente!,,Copacabana,2024
06/3/2024 11:25:21,10 - Excelente!,"Ótimo ambiente, atendimento ok!  ",Santo Amaro,2024
06/3/2024 11:40:20,10 - Excelente!,Estou gostando do atendimento.,Osasco,2024
06/3/2024 11:44:09,10 - Excelente!,,Tucuruvi,2024
06/3/2024 11:45:22,10 - Excelente!,Tudo perfeito,Tijuca,2024
06/3/2024 11:46:41,10 - Excelente!,Ótimo ,Tucuruvi,2024
06/3/2024 11:50:22,10 - Excelente!,"A melhor!! Tudo perfeito! Conhecimento e amabilidade, junto com alta capacidade profissional 🙏🏼😍",Moema,2024
06/3/2024 11:54:18,10 - Excelente!,,Tijuca,2024
06/3/2024 12:07:06,8 - Bom,,Tatuapé,2024
06/3/2024 12:07:24,5 - Abaixo do esperado,"A pessoa que fez a anestesia e a que fez o procedimento foi excelente mas o tempo de espera na recepção é horrivel, vocês precisam melhorar isso, foi 1 hora de espera desta vez",Tatuapé,2024
06/3/2024 12:21:54,9 - Ótimo, ,Tijuca,2024
06/3/2024 12:22:43,10 - Excelente!,,Tijuca,2024
06/3/2024 12:30:50,10 - Excelente!,,Jardins,2024
06/3/2024 12:40:19,1 - Péssimo!,"O atendimento em si foi bom, mas tive um contratempo e achei que a resolução ficou a desejar. Durante a limpeza de pele a máquina de vapor soltou uma água fervendo em meu rosto que causou uma queimadura de primeiro grau na minha testa, a pessoa que me atendeu em nenhum momento me posicionou sobre a situação, além da dor que eu estava sentindo, só notei a gravidade quando deixei a unidade pois percebi a vermelhidão e vi a queimadura escorrendo em meu rosto. Fui para outra clínica realizar uma massagem corporal e lá reforçaram a gravidade e me orientaram sobre os cuidados que eu deveria aplicar (como fazer a limpeza e quais produtos eu poderia passar para auxiliar na cicatrização). Sei que a culpa não foi dela, mas eu ficaria menos chateada se tivessem dado importância ao que aconteceu (percebi que ela ficou desconfortável, saiu várias vezes da sala, mas em nenhuma delas fui informada e direcionada sobre o que aconteceu e como tratar).",Ipiranga,2024
06/3/2024 12:42:19,10 - Excelente!,"Fui super bem atendida, só único comentário que hj faz 4 dias e não paralisou meu botox",Ipiranga,2024
06/3/2024 12:45:12,9 - Ótimo,"Gostaria de elogiar o atendimento que recebi no WhatsApp (infelizmente não lembro o nome da atendente), mas ela foi super prestativa.",Ipiranga,2024
06/3/2024 12:51:46,10 - Excelente!,,Jardins,2024
06/3/2024 13:09:27,10 - Excelente!,não,Jardins,2024
06/3/2024 13:09:54,10 - Excelente!,,Ipiranga,2024
06/3/2024 13:27:03,9 - Ótimo,,Santo Amaro,2024
06/3/2024 13:28:48,10 - Excelente!,Não ,Santo Amaro,2024
06/3/2024 13:29:05,9 - Ótimo,"A princípio,  nenhum",Jardins,2024
06/3/2024 13:32:55,10 - Excelente!,,Santo Amaro,2024
06/3/2024 13:33:34,10 - Excelente!,Nao ,Tucuruvi,2024
06/3/2024 13:40:33,8 - Bom,,Jardins,2024
06/3/2024 13:44:02,8 - Bom,Está ok.,Tucuruvi,2024
06/3/2024 13:44:50,10 - Excelente!,Não ,Jardins,2024
06/3/2024 13:47:04,10 - Excelente!,"Acho que deveria dar desconto para pagamento a vista, pois fazemos vários procedimentos ",Tucuruvi,2024
06/3/2024 13:47:30,10 - Excelente!,Só elogios ,Jardins,2024
06/3/2024 13:51:51,9 - Ótimo,"Ficou pendente apenas o envio do meu agendamento completo,  e demora no ajuste.de um agendamento.",Ipiranga,2024
06/3/2024 13:59:02,10 - Excelente!,,Tijuca,2024
06/3/2024 14:29:55,10 - Excelente!,Bom,Jardins,2024
06/3/2024 14:30:39,10 - Excelente!,Todas são muito simpáticas! Só elogios,Ipiranga,2024
06/3/2024 14:32:43,9 - Ótimo,,Moema,2024
06/3/2024 14:35:16,10 - Excelente!,,Itaim,2024
06/3/2024 14:55:39,10 - Excelente!,Fui muito bem atendida mas não senti muita diferença no meu rosto com o Ultraformer.O resultado melhora com o tempo? Se passaram 5 dias. Já na papada eu senti uma mudança positiva.  ,Jardins,2024
06/3/2024 15:10:17,10 - Excelente!,Todas as profissionais são competentes e atenciosas.,Ipiranga,2024
06/3/2024 15:11:06,10 - Excelente!,,Tijuca,2024
06/3/2024 15:35:46,8 - Bom,,Tatuapé,2024
06/3/2024 16:05:56,10 - Excelente!,,Jardins,2024
06/3/2024 16:18:38,10 - Excelente!,"A dra é maravilhosa,  muito cuidadosa, explica e tira suas dúvidas e é educadissima! Demonstra muito conhecimento no que faz, passa segurança. Eu adorei o trabalho dela.",Santo Amaro,2024
06/3/2024 16:20:12,10 - Excelente!,"Todo o atendimento, desde a recepção ao orçamento foi excelente. A avaliadora foi de um cuidado e esclarecimento ímpar.",Tijuca,2024
06/3/2024 16:44:37,10 - Excelente!,,Jardins,2024
06/3/2024 16:45:09,10 - Excelente!,"Não, experiência incrível!",Jardins,2024
06/3/2024 17:10:48,10 - Excelente!,Identifico me muito com a Pro Corpo,Ipiranga,2024
06/3/2024 17:32:00,10 - Excelente!,Excelente o trabalho ,Moema,2024
06/3/2024 17:43:45,10 - Excelente!,Não tenho,Moema,2024
06/3/2024 17:44:41,10 - Excelente!,"Me atendeu bem, me explicou o procedimento tudo certo",Tatuapé,2024
06/3/2024 17:44:46,10 - Excelente!,Não tenho ,Moema,2024
06/3/2024 18:17:58,10 - Excelente!,,Jardins,2024
06/3/2024 18:18:39,10 - Excelente!,"O atendimento e a simpatia da profissional Daiana se destacam. Só gostaria que voltasse a unidade do Pró-Corpo do Shopping Downtown, que era mais perto para mim.",Copacabana,2024
06/3/2024 18:25:52,10 - Excelente!,Maravilhosa amei ,Santo Amaro,2024
06/3/2024 18:29:34,9 - Ótimo,Não ,Tijuca,2024
06/3/2024 18:47:28,10 - Excelente!,"Achei tudo maravilhoso, nada a sugerir. ",Alphaville,2024
06/3/2024 18:48:12,10 - Excelente!, ,Jardins,2024
06/3/2024 19:17:18,10 - Excelente!,"Fui super bem atendida pela esteticista e demais profissionais, mas fiquei muito insegura quando tiraram foto do meu documento, tive medo, não sei sobre a segurança dos dados, assinar digitalmente, não mostra o que assinei. Quanto ao procedimento gostei muito e apesar de ganhar o meu, paguei dois para marido e filho.",Ipiranga,2024
06/3/2024 19:32:01,10 - Excelente!,Profissional excelente com trabalho impecável e muito carismática ,Jardins,2024
06/3/2024 19:45:58,10 - Excelente!,Sem comentários ,Londrina,2024
06/3/2024 20:22:37,10 - Excelente!,"Tenho algumas críticas , não em relação a Beatriz mas posso deixar pra outra ocasião ",Jardins,2024
06/3/2024 20:24:08,10 - Excelente!,"Ela foi super atenciosa e cuidadosa, atendimento ótimo!",Jardins,2024
06/3/2024 21:45:54,10 - Excelente!,,Tucuruvi,2024
06/3/2024 22:03:31,10 - Excelente!,ótimo atendimento ,Moema,2024
06/3/2024 22:09:42,10 - Excelente!,,Tucuruvi,2024
06/3/2024 23:01:52,9 - Ótimo,"Minha sessão atrasou muito. Tinha sido agendada para 15h15, mas só foi começar 15h50... As sessões sempre atrasam nesta unidade, mas geralmente é coisa de 10-15 minutos...",Campinas,2024
06/4/2024 9:06:43,10 - Excelente!,,Santo Amaro,2024
06/4/2024 9:13:07,10 - Excelente!,,Ipiranga,2024
06/4/2024 9:17:30,10 - Excelente!,,Tucuruvi,2024
06/4/2024 9:19:15,10 - Excelente!,Nda,Jardins,2024
06/4/2024 10:01:25,10 - Excelente!,,Lapa,2024
06/4/2024 10:04:02,10 - Excelente!,Nao,Santo Amaro,2024
06/4/2024 10:08:57,10 - Excelente!,Atendimento ótimo!,Copacabana,2024
06/4/2024 10:48:25,9 - Ótimo,,Sorocaba,2024
06/4/2024 11:01:15,10 - Excelente!,Foi atenciosa ,Santos,2024
06/4/2024 11:03:20,9 - Ótimo,,Alphaville,2024
06/4/2024 11:08:02,9 - Ótimo,"gostei da avaliação, so acho que ela poderia ter sentado ao inves de fazer de pe a avaliação, deu impressão de pressa .",Santos,2024
06/4/2024 11:08:13,10 - Excelente!,"A Sabrina é perfeita... Não percam essa profissional. Ótimo atendimento, e excelência na realização do procedimento. ",Alphaville,2024
06/4/2024 11:09:16,4 - Muito abaixo do esperado,"O atendimento com as atendentes foram ótimos, mas o procedimento muito fraco. Realizei uma limpeza de pele, o resultado foi muito a baixo do esperado. Meu rosto continua lotado de cravo. Procedimento caro e sem resultado ",Ipiranga,2024
06/4/2024 11:15:21,9 - Ótimo,Equipe atenciosa e explica tudo direitinho. Fechei pacote de limpeza de pele e laser lavieen,Sorocaba,2024
06/4/2024 11:19:12,9 - Ótimo,,Jardins,2024
06/4/2024 11:21:41,10 - Excelente!,Não ,Copacabana,2024
06/4/2024 11:25:02,10 - Excelente!,"Maravilhosa, super atenciosa ",Ipiranga,2024
06/4/2024 11:26:58,10 - Excelente!,,Tatuapé,2024
06/4/2024 11:33:13,9 - Ótimo,,Tijuca,2024
06/4/2024 11:41:37,10 - Excelente!,,Itaim,2024
06/4/2024 11:44:50,8 - Bom,,Santos,2024
06/4/2024 11:48:14,9 - Ótimo,,Jardins,2024
06/4/2024 12:00:05,10 - Excelente!,Ótimo  atendimento ,Santos,2024
06/4/2024 12:03:57,9 - Ótimo,Nao,Itaim,2024
06/4/2024 12:21:04,10 - Excelente!,Muito bom ,Santo Amaro,2024
06/4/2024 12:25:26,10 - Excelente!,,Copacabana,2024
06/4/2024 12:54:14,10 - Excelente!,,Ipiranga,2024
06/4/2024 12:54:55,10 - Excelente!,,Santos,2024
06/4/2024 12:57:30,10 - Excelente!,,Jardins,2024
06/4/2024 13:00:03,10 - Excelente!,,Jardins,2024
06/4/2024 13:06:11,9 - Ótimo,Ter app de agendamento ,Santo Amaro,2024
06/4/2024 13:10:34,10 - Excelente!,,Jardins,2024
06/4/2024 13:11:11,10 - Excelente!,Excelente atendimento!,Jardins,2024
06/4/2024 13:11:48,10 - Excelente!,Excelente atendimento,Copacabana,2024
06/4/2024 13:13:49,9 - Ótimo,"Gostei muito, só achei ruim por conta de estacionamento ",Londrina,2024
06/4/2024 13:29:42,9 - Ótimo,,Ipiranga,2024
06/4/2024 14:02:55,9 - Ótimo,,Jardins,2024
06/4/2024 14:09:21,9 - Ótimo,Gostei muito do atendimento ,Santos,2024
06/4/2024 14:13:53,10 - Excelente!,,Jardins,2024
